501, MF, 1.0, 1.000
501, MultiVAE, 0.0, 0.943
501, MultiVAE, 0.2, 0.895
501, MultiVAE, 0.4, 0.924
501, MultiVAE, 0.6, 0.981
501, MultiVAE, 0.8, 0.981
501, MultiVAE, 1.0, 0.971
503, MF, 0.0, 0.933
503, MF, 0.2, 0.876
503, MF, 0.4, 0.867
503, MF, 0.6, 0.952
503, MF, 0.8, 0.971
503, MF, 1.0, 1.000
502, MultiVAE, 0.0, 0.952
502, MultiVAE, 0.2, 0.790
502, MultiVAE, 0.4, 0.876
502, MultiVAE, 0.6, 0.933
502, MultiVAE, 0.8, 0.962
502, MultiVAE, 1.0, 1.000
504, MF, 0.0, 0.876
504, MF, 0.2, 0.886
504, MF, 0.4, 0.848
504, MF, 0.6, 0.933
504, MF, 0.8, 0.981
504, MF, 1.0, 1.000
503, MultiVAE, 0.0, 0.933
503, MultiVAE, 0.2, 0.905
503, MultiVAE, 0.4, 0.933
503, MultiVAE, 0.6, 0.943
503, MultiVAE, 0.8, 0.952
503, MultiVAE, 1.0, 0.971
